"Tilda UID";Brand;SKU;Mark;Category;Title;Description;Text;Photo;Price;Quantity;"Price Old";Editions;Modifications;"External ID";"Parent UID";Weight;Length;Width;Height;Url;Tabs:1
738971679242;;;;"profile cu clemă>>>cornișe";"Profil TISSURE Z401";"profil patentat TISSURE Z401® cu un singur canal pentru agățarea draperiilor și perdelelor în tavanele extensibile din țesătură.";;https://static.tildacdn.com/stor6262-3964-4433-a330-363230316365/42449150.png;;;;;;tissure_z401;;0;0;0;0;https://alumineu.ro/produse/profile-cu-clema/cornise/tissure-z401;
821983628842;;;;;"Profil TISSURE Z401 - alb mat - 2,0 m.l.";;;;132.53;;;"culoare:alb mat;lungime:2,0 m.l.";;1BcJh8vVg8aapGEcAUDrg1;738971679242;0;0;0;0;https://alumineu.ro/produse/profile-cu-clema/cornise/tissure-z401?editionuid=821983628842;
982705395482;;;;;"Profil TISSURE Z401 - negru mat - 2,0 m.l.";;;https://static.tildacdn.com/stor6262-3964-4433-a330-363230316365/42449150.png;132.53;;;"culoare:negru mat;lungime:2,0 m.l.";;hymJQJJTjY-YeQVF1giqT1;738971679242;0;0;0;0;https://alumineu.ro/produse/profile-cu-clema/cornise/tissure-z401?editionuid=982705395482;
187580245912;;;;"profile cu harpon>>>luminoase";"Profil LAMPLIX X930";"profil universal LAMPLIX X930 pentru realizarea liniilor luminoase și a corpurilor de iluminat aplicate, suspendate și încastrate.";;https://static.tildacdn.com/stor6361-3464-4730-b034-363066303337/88693751.png;;;;;;lamplix_x930;;0;0;0;0;https://alumineu.ro/produse/profile-cu-harpon/luminosi/lamplix-x930;
268577551862;;;;;"Profil LAMPLIX X930 - nevopsit";;;;26.51;;;culoare:nevopsit;;63SkQfPpjSYcEKuuMh-YG2;187580245912;0;0;0;0;https://alumineu.ro/produse/profile-cu-harpon/luminosi/lamplix-x930?editionuid=268577551862;
775734410552;;;;"profile cu harpon>>>luminoase";"Profil LAMPLIX X950";"profil universal LAMPLIX X950 pentru realizarea liniilor luminoase și a corpurilor de iluminat aplicate, suspendate și încastrate.";;https://static.tildacdn.com/stor3664-3563-4537-b138-643538303239/64803439.png;;;;;;lamplix_x950;;0;0;0;0;https://alumineu.ro/produse/profile-cu-harpon/luminosi/lamplix-x950;
427347716442;;;;;"Profil LAMPLIX X950 - nevopsit";;;;39.76;;;culoare:nevopsit;;Xo7o90pXhmhKf1FmlwptL2;775734410552;0;0;0;0;https://alumineu.ro/produse/profile-cu-harpon/luminosi/lamplix-x950?editionuid=427347716442;
136449452752;;;;"profile cu clemă>>>șină";"Profil VOLTIVA Z501";"profil patentat VOLTIVA Z501® pentru tavane extensibile din țesătură. În profilul VOLTIVA Z501® se montează iluminatul pe șină.";;https://static.tildacdn.com/stor3364-3566-4163-a262-383438663932/44794231.png;;;;;;voltiva_z501;;0;0;0;0;https://alumineu.ro/produse/profile-cu-clema/sina/voltiva-z501;
333574672972;;;;;"Profil VOLTIVA Z501 - negru mat";;;https://static.tildacdn.com/stor3364-3566-4163-a262-383438663932/44794231.png;251.81;;;"culoare:negru mat";;0WyuTzYWjCQp6Fj0LuztH0;136449452752;0;0;0;0;https://alumineu.ro/produse/profile-cu-clema/sina/voltiva-z501?editionuid=333574672972;
343236625502;;;;"profile cu harpon>>>cornișe";"Profil CURTINA X405 M";"profil patentat CURTINA X405 M® pentru realizarea nișelor ascunse de draperii, cu două șanțuri pentru agățarea perdelelor și draperiilor în tavane napinabile cu sistem harpon. iluminat.";;https://static.tildacdn.com/stor6336-6539-4630-b237-383862633235/82833499.png;;;;;;curtina_x405_m;;0;0;0;0;https://alumineu.ro/produse/profile-cu-harpon/cornise/curtina-x405-m;
164516627472;;;;;"Profil CURTINA X405 M - alb mat - 2,2 m.l.";;;;331.33;;;"culoare:alb mat;lungime:2,2 m.l.";;iSRbWSLtitojIsPO0sI9x2;343236625502;0;0;0;0;https://alumineu.ro/produse/profile-cu-harpon/cornise/curtina-x405-m?editionuid=164516627472;
718659662222;;;;;"Profil CURTINA X405 M - negru mat - 2,2 m.l.";;;;331.33;;;"culoare:negru mat;lungime:2,2 m.l.";;gA28ToLCggK3W8YPSsFkT1;343236625502;0;0;0;0;https://alumineu.ro/produse/profile-cu-harpon/cornise/curtina-x405-m?editionuid=718659662222;
339864126142;;;;;"Profil CURTINA X405 M - alb mat - 3,2 m.l.";;;;477.11;;;"culoare:alb mat;lungime:3,2 m.l.";;CkVvKhJbiGhhK2anvHdB33;343236625502;0;0;0;0;https://alumineu.ro/produse/profile-cu-harpon/cornise/curtina-x405-m?editionuid=339864126142;
802797533272;;;;;"Profil CURTINA X405 M - negru mat - 3,2 m.l.";;;;477.11;;;"culoare:negru mat;lungime:3,2 m.l.";;PIsjk6JZiDyyFLIyu2lyU0;343236625502;0;0;0;0;https://alumineu.ro/produse/profile-cu-harpon/cornise/curtina-x405-m?editionuid=802797533272;
968581961292;;;;"profile cu harpon>>>umbră LED";"Profil FLOATIA X304";"profil patentat FLOATIA X304® de tavan, distanțier, pentru tavane napinane cu sistem de prindere a pânzei cu harpon. cu poliță pentru bandă led și inserție.";;https://static.tildacdn.com/stor3761-6161-4465-a163-306333353936/53125697.png;;;;;;floatia_x304;;0;0;0;0;https://alumineu.ro/produse/profile-cu-harpon/umbra-led/floatia-x304;
346589621152;;;;;"Profil FLOATIA X304 - negru mat";;;https://static.tildacdn.com/stor3761-6161-4465-a163-306333353936/53125697.png;71.57;;;"culoare:negru mat";;OGuLhFuVjSlwHsBusU5Sf1;968581961292;0;0;0;0;https://alumineu.ro/produse/profile-cu-harpon/umbra-led/floatia-x304?editionuid=346589621152;
727520234412;;;;"profile cu harpon>>>cornișe";"Profil СURTINA X408";"profil patentat CURTINA X408® pentru realizarea nișelor drepte pentru draperii cu iluminare, cu posibilitatea montării ulterioare a cornișelor aplicate. destinat sistemului de prindere a membranei tip harpon.";;https://static.tildacdn.com/stor6233-3162-4332-a637-343430343962/86606358.png;;;;;;curtina_x408;;0;0;0;0;https://alumineu.ro/produse/profile-cu-harpon/cornise/curtina-x408;
250535359432;;;;;"Profil СURTINA X408 - nevopsit - 2,0 m.l.";;;https://static.tildacdn.com/stor6233-3162-4332-a637-343430343962/86606358.png;139.16;;;"culoare:nevopsit;lungime:2,0 m.l.";;FWceQ5ETivN6fBl0i-tWJ2;727520234412;0;0;0;0;https://alumineu.ro/produse/profile-cu-harpon/cornise/curtina-x408?editionuid=250535359432;
406408166412;;;;"profile cu harpon>>>cornișe";"Profil СURTINA X409";"profil patentat CURTINA X409® pentru realizarea nișelor drepte pentru draperii cu iluminare, cu posibilitatea montării ulterioare a cornișelor aplicate. destinat sistemului de prindere a membranei tip harpon.";;https://static.tildacdn.com/stor6364-3361-4734-b837-393765333733/65650818.png;;;;;;curtina_x409;;0;0;0;0;https://alumineu.ro/produse/profile-cu-harpon/cornise/curtina-x409;
566926447962;;;;;"Profil СURTINA X409 - nevopsit - 2,0 m.l.";;;https://static.tildacdn.com/stor6364-3361-4734-b837-393765333733/65650818.png;178.92;;;"culoare:nevopsit;lungime:2,0 m.l.";;LhsJi728gSt1-qEKriOWU2;406408166412;0;0;0;0;https://alumineu.ro/produse/profile-cu-harpon/cornise/curtina-x409?editionuid=566926447962;
774722272712;;;;"profile cu harpon>>>cornișe";"Profil СURTINA X410";"profil patentat CURTINA X410® pentru realizarea nișelor drepte pentru draperii cu iluminare, cu posibilitatea montării ulterioare a cornișelor aplicate. destinat sistemului de prindere a membranei tip harpon.";;https://static.tildacdn.com/stor3266-3835-4239-a365-326333313766/86962021.png;;;;;;curtina_x410;;0;0;0;0;https://alumineu.ro/produse/profile-cu-harpon/cornise/curtina-x410;
612166377572;;;;;"Profil СURTINA X410 - alb mat - 2,0 m.l.";;;https://static.tildacdn.com/stor3266-3835-4239-a365-326333313766/86962021.png;159.04;;;"culoare:alb mat;lungime:2,0 m.l.";;JLVFDRdrgtcM9IORQDzXv0;774722272712;0;0;0;0;https://alumineu.ro/produse/profile-cu-harpon/cornise/curtina-x410?editionuid=612166377572;
103807104462;;;;"profile cu harpon>>>cornișe";"Profil СURTINA X411";"profil patentat CURTINA X411® pentru realizarea nișelor drepte pentru draperii cu iluminare, cu posibilitatea montării ulterioare a cornișelor aplicate. destinat sistemului de prindere a membranei tip harpon.";;https://static.tildacdn.com/stor3937-3039-4264-a131-326137656637/60176346.png;;;;;;curtina_x411;;0;0;0;0;https://alumineu.ro/produse/profile-cu-harpon/cornise/curtina-x411;
832085323322;;;;;"Profil СURTINA X411 - alb mat - 2,0 m.l.";;;https://static.tildacdn.com/stor3937-3039-4264-a131-326137656637/60176346.png;225.30;;;"culoare:alb mat;lungime:2,0 m.l.";;KmK1hPPBihH4KDyWNRaPo0;103807104462;0;0;0;0;https://alumineu.ro/produse/profile-cu-harpon/cornise/curtina-x411?editionuid=832085323322;
902059193332;;;;"profile cu harpon>>>cornișe";"Profil CURTINA X404";"profil patentat CURTINA X404® pentru realizarea nișelor ascunse de draperii, cu trei șanțuri pentru montarea perdelelor și draperiilor. Pentru sistemul de prindere cu harpon, cu introducerea pânzei de jos.";;https://static.tildacdn.com/stor3363-3933-4634-a165-303932343562/78141218.png;;;;;;curtina_x404;;0;0;0;0;https://alumineu.ro/produse/profile-cu-harpon/cornise/curtina-x404;
364738696702;;;;;"Profil CURTINA X404 - alb lucios - 2,2 m.l.";;;;145.78;;;"culoare:alb lucios;lungime:2,2 m.l.";;ryMNNy0Vjq1ciFgP2gUaK3;902059193332;0;0;0;0;https://alumineu.ro/produse/profile-cu-harpon/cornise/curtina-x404?editionuid=364738696702;
808768864562;;;;;"Profil CURTINA X404 - alb lucios - 3,2 m.l.";;;;212.05;;;"culoare:alb lucios;lungime:3,2 m.l.";;6UZy5OEYgiU2cDd92z2R00;902059193332;0;0;0;0;https://alumineu.ro/produse/profile-cu-harpon/cornise/curtina-x404?editionuid=808768864562;
524679377792;;;;accesorii>>>cârlige;"Glisoare SLIDENE Y702";;;https://static.tildacdn.com/stor3938-6631-4538-b238-353236306564/7833059122ebbf6c4b4c97fd7e7b1139.png;;;;;;slidene_y702;;0;0;0;0;https://alumineu.ro/produse/accesorii/carlige/slidene-y702;
344794172552;;;;;"Glisoare SLIDENE Y702 - alb";;;;63.61;;;culoare:alb;;AxdssG3zilcc0nq8IRQCg0;524679377792;0;0;0;0;https://alumineu.ro/produse/accesorii/carlige/slidene-y702?editionuid=344794172552;
110026731232;;;;"profile cu harpon>>>cornișe";"Despartitoare DECORRA";;;https://static.tildacdn.com/stor3466-3631-4135-b664-356537626564/05f03ef72e3b11be17ac5299b49a87a1.png;;;;;;decorra;;0;0;0;0;https://alumineu.ro/produse/amenajari/despartitoare/decorra;
678751664762;;;;;"Despartitoare DECORRA - alb mat - 500 mm";;;;159.04;22;;"culoare:alb mat;lungime:500 mm";;ergHrlZUg2QIND1V8IhSJ2;110026731232;0;0;0;0;https://alumineu.ro/produse/amenajari/despartitoare/decorra?editionuid=678751664762;
751910279162;;;;;"Despartitoare DECORRA - negru mat - 500 mm";;;;159.04;22;;"culoare:negru mat;lungime:500 mm";;Uol4AUi6iIvTMzs54EO9j2;110026731232;0;0;0;0;https://alumineu.ro/produse/amenajari/despartitoare/decorra?editionuid=751910279162;
779087168242;;;;;"Despartitoare DECORRA - alb mat - 1000 mm";;;;174.94;23;;"culoare:alb mat;lungime:1000 mm";;lp4e5bsYjDqziPV39cnuC2;110026731232;0;0;0;0;https://alumineu.ro/produse/amenajari/despartitoare/decorra?editionuid=779087168242;
481940235692;;;;;"Despartitoare DECORRA - negru mat - 1000 mm";;;;174.94;23;;"culoare:negru mat;lungime:1000 mm";;bmi8XCqTjEWJdGyaSuIyc0;110026731232;0;0;0;0;https://alumineu.ro/produse/amenajari/despartitoare/decorra?editionuid=481940235692;
367218931862;;;;;"Despartitoare DECORRA - alb mat - 1500 mm";;;;254.46;22;;"culoare:alb mat;lungime:1500 mm";;1DXQpiEKjE3GouFX6fQLj1;110026731232;0;0;0;0;https://alumineu.ro/produse/amenajari/despartitoare/decorra?editionuid=367218931862;
818397774272;;;;;"Despartitoare DECORRA - negru mat - 1500 mm";;;;254.46;22;;"culoare:negru mat;lungime:1500 mm";;Mi1z6scziBgnL27xWxmwT2;110026731232;0;0;0;0;https://alumineu.ro/produse/amenajari/despartitoare/decorra?editionuid=818397774272;
991996900272;;;;"accesorii>>>capace de capăt";"Capac de capăt ENDCAPP Y212";;;https://static.tildacdn.com/stor6231-3635-4864-b738-636330386235/78ef50fb0fe0e706ff0419e7f0c938ec.png;;;;;;endcapp_y212;;0;0;0;0;https://alumineu.ro/produse/accesorii/capace-de-capat/endcapp-y212;
516561021822;;;;;"Capac de capăt ENDCAPP Y212 - negru mat";;;;112.65;;;"culoare:negru mat";;Y7HL3H--ifpDooOZXnkT61;991996900272;0;0;0;0;https://alumineu.ro/produse/accesorii/capace-de-capat/endcapp-y212?editionuid=516561021822;
988708166582;;;;"accesorii>>>capace de capăt";"Capac de capăt ENDCAPP Y211";;;https://static.tildacdn.com/stor6531-3231-4535-a366-613635623439/a396c645e867ed66ea13deccce9bd694.png;;;;;;endcapp_y211;;0;0;0;0;https://alumineu.ro/produse/accesorii/capace-de-capat/endcapp-y211;
290783598622;;;;;"Capac de capăt ENDCAPP Y211 - negru mat";;;;139.16;;;"culoare:negru mat";;B-1IK5jxibF9dkLSg6OE11;988708166582;0;0;0;0;https://alumineu.ro/produse/accesorii/capace-de-capat/endcapp-y211?editionuid=290783598622;
218311436652;;;;;"Capac de capăt ENDCAPP Y211 - alb mat";;;;139.16;;;"culoare:alb mat";;w7Y6MOgigz2Y0sizhfBYt3;988708166582;0;0;0;0;https://alumineu.ro/produse/accesorii/capace-de-capat/endcapp-y211?editionuid=218311436652;
184311871092;;;;"accesorii>>>capace de capăt";"Capac de capăt ENDCAPP Y210";;;https://static.tildacdn.com/stor3436-3164-4064-b066-383734656165/f8cb64501fc888b5be1de27f28a4e569.png;;;;;;endcapp_y210;;0;0;0;0;https://alumineu.ro/produse/accesorii/capace-de-capat/endcapp-y210;
542532211642;;;;;"Capac de capăt ENDCAPP Y210 - negru mat";;;;72.89;;;"culoare:negru mat";;Ue5JxBS6h-xDmc-T5sYN21;184311871092;0;0;0;0;https://alumineu.ro/produse/accesorii/capace-de-capat/endcapp-y210?editionuid=542532211642;
112268938532;;;;;"Capac de capăt ENDCAPP Y210 - alb mat";;;;72.89;;;"culoare:alb mat";;XfbpuCp4jKYvNsRl05mSV0;184311871092;0;0;0;0;https://alumineu.ro/produse/accesorii/capace-de-capat/endcapp-y210?editionuid=112268938532;
162687017992;;;;"accesorii>>>capace de capăt";"Capac de capăt ENDCAPP Y209";;;https://static.tildacdn.com/stor3233-3364-4562-b533-353064386464/36f333e3e72f5974b69acbf01fb82ae7.png;;;;;;endcapp_y209;;0;0;0;0;https://alumineu.ro/produse/accesorii/capace-de-capat/endcapp-y209;
471189498522;;;;;"Capac de capăt ENDCAPP Y209 - negru mat";;;;66.27;;;"culoare:negru mat";;caaW9qg3jIDvmqBhtmo3R3;162687017992;0;0;0;0;https://alumineu.ro/produse/accesorii/capace-de-capat/endcapp-y209?editionuid=471189498522;
719964470052;;;;"accesorii>>>capace de capăt";"Capac de capăt ENDCAPP Y208";;;https://static.tildacdn.com/stor6330-3563-4336-a433-646265356235/025164a38cd853e9b21fe96c6df42a6d.png;;;;;;endcapp_y208;;0;0;0;0;https://alumineu.ro/produse/accesorii/capace-de-capat/endcapp-y208;
646001084042;;;;;"Capac de capăt ENDCAPP Y208 - negru mat";;;;26.51;;;"culoare:negru mat";;cs1iWyovjnR0O5ccF07Z40;719964470052;0;0;0;0;https://alumineu.ro/produse/accesorii/capace-de-capat/endcapp-y208?editionuid=646001084042;
593269097464;;;;;"Capac de capăt ENDCAPP Y208 - alb mat";;;;26.51;;;"culoare:alb mat";;zk72JAY9i0ugmwAbZomQB0;719964470052;0;0;0;0;https://alumineu.ro/produse/accesorii/capace-de-capat/endcapp-y208?editionuid=593269097464;
233877357182;;;;accesorii>>>unelte;"Perforator PRASEKA Y805";;;https://static.tildacdn.com/stor3330-6530-4666-b764-306635353137/698554684b6101be6e9731de0e507714.png;344.58;;;;;zVHat4UNjWloiFXNPDt4r0;;0;0;0;0;https://alumineu.ro/produse/accesorii/unelte/spatula-y805;
375909434282;;;;accesorii>>>unelte;"Spatulă de montaj SPATULA Y801";;;https://static.tildacdn.com/stor3166-3065-4163-b737-616633663566/5cfa7b6059c371cc612d47e8fa59ec78.png;117.95;;;;;LAScFxUfgjRWkQO7x3vPO3;;0;0;0;0;https://alumineu.ro/produse/accesorii/unelte/spatula-y801;
997533462662;;;;accesorii>>>unelte;"Spatulă de montaj SPATULA Y802";;;https://static.tildacdn.com/stor3735-3365-4737-a439-326662303235/6b4986c5bf9011e6bf5d431c262491df.png;117.95;;;;;yhUnPSjLg-Bdtn9a16e4K1;;0;0;0;0;https://alumineu.ro/produse/accesorii/unelte/spatula-y802;
238799531662;;;;accesorii>>>unelte;"Spatulă de montaj SPATULA Y803";;;https://static.tildacdn.com/stor3231-6661-4435-b665-376564316165/4c4c3f1f8259ec16902aeed5ac9e5305.png;117.95;;;;;7EuwsAnyhMnvk1iniWvNZ2;;0;0;0;0;https://alumineu.ro/produse/accesorii/unelte/spatula-y803;
704761650372;;;;accesorii>>>unelte;"Spatulă de montaj SPATULA Y804";;;https://static.tildacdn.com/stor6437-3936-4662-b638-373037393065/d6f942f3acc3cb95348c550435e7685e.png;278.31;;;;;R2Byo-ePivRzvVzZ6j3813;;0;0;0;0;https://alumineu.ro/produse/accesorii/unelte/spatula-y804;
759123109062;;;;accesorii>>>difuzoare;"Difuzoare DIFFUSY Y108";;;https://static.tildacdn.com/stor3736-3166-4337-b034-623337313831/674a3e8ec0d993edd90fe730d529073a.png;;;;;;diffusy_y108;;0;0;0;0;https://alumineu.ro/produse/accesorii/difuzoare/diffusy-y108;
589002421432;;;;;"Difuzoare DIFFUSY Y108 - lăptos";;;https://static.tildacdn.com/stor3736-3166-4337-b034-623337313831/674a3e8ec0d993edd90fe730d529073a.png;39.76;;;culoare:lăptos;;I8dRSyr4j1PDRW6-je8T00;759123109062;0;0;0;0;https://alumineu.ro/produse/accesorii/difuzoare/diffusy-y108?editionuid=589002421432;
224433066892;;;;accesorii>>>cleme;"Clemă LOCKIUM Y301";;;https://static.tildacdn.com/stor6232-3163-4237-a436-646264656263/ed0c4f434312b07656fe7a4790ef890d.png;;;;;;lockium_y301;;0;0;0;0;https://alumineu.ro/produse/accesorii/cleme/lockium-y301;
953956018222;;;;;"Clemă LOCKIUM Y301 - alb";;;;7.95;;;culoare:alb;;TssncDOBgvi587XAXxOMF2;224433066892;0;0;0;0;https://alumineu.ro/produse/accesorii/cleme/lockium-y301?editionuid=953956018222;
728227599362;;;;accesorii>>>cârlige;"Glisoare SLIDENE Y703";;;https://static.tildacdn.com/stor6265-3932-4630-b065-343131646135/c2438311c0de4caf3ba7013ba2a42473.png;;;;;;slidene_y703;;0;0;0;0;https://alumineu.ro/produse/accesorii/carlige/slidene-y703;
791811575892;;;;;"Glisoare SLIDENE Y703 - alb";;;;3.45;;;culoare:alb;;5AoNq6UdhMzzZcpcgTh5m0;728227599362;0;0;0;0;https://alumineu.ro/produse/accesorii/carlige/slidene-y703?editionuid=791811575892;
761580362334;;;;;"Glisoare SLIDENE Y703 - negru";;;;3.45;;;culoare:negru;;FJSc0Zp5hm1Mg4SMhSTTh0;728227599362;0;0;0;0;https://alumineu.ro/produse/accesorii/carlige/slidene-y703?editionuid=761580362334;
684632729312;;;;accesorii>>>conectori;"Conector drept JOINTEK Y603";;;https://static.tildacdn.com/stor3136-6339-4262-b266-353731643664/79bc6d4a2276f958971a171bf744ac94.png;26.51;43;;;;68OGLVL0i2Yh2ygfi-iJ00;;0;0;0;0;https://alumineu.ro/produse/accesorii/conectori/jointek-y604;
321528310182;;;;accesorii>>>conectori;"Conector unghiular JOINTEK Y604";;;https://static.tildacdn.com/stor6135-3232-4235-a234-353633336539/1dc4fcca6f857e19e20927fc5095aa9d.png;26.51;43;;;;BxeEFynvjXZ-sYop6JbwX1;;0;0;0;0;https://alumineu.ro/produse/accesorii/conectori/jointek-y604;
156120593182;;;;accesorii>>>conectori;"Conector drept JOINTEK Y605";;;https://static.tildacdn.com/stor6365-3539-4436-b639-373430333733/b0ae5cf4f8b069d901d520a80e9d8623.png;53.01;44;;;;3MLLHH2IjgqO47skfI06r2;;0;0;0;0;https://alumineu.ro/produse/accesorii/conectori/jointek-y605;
581065369422;;;;accesorii>>>conectori;"Conector unghiular JOINTEK Y606";;;https://static.tildacdn.com/stor6365-3539-4436-b639-373430333733/b0ae5cf4f8b069d901d520a80e9d8623.png;53.01;41;;;;PQjsDtuygZ8U2CBSD-yFM3;;0;0;0;0;https://alumineu.ro/produse/accesorii/conectori/jointek-y606;
842658632652;;;;accesorii>>>dizpozitive;"Unelte STUSLON Y901";;;https://static.tildacdn.com/stor3430-6130-4732-b136-306530363438/90a27d200f1339899fb17fdfe24d4f3b.png;9.34;22;;;;yhkL5hiDgxPikbdZZ9Fw-2;;0;0;0;0;https://alumineu.ro/produse/accesorii/dizpozitive/stuslon-y901;
525532182322;;;;accesorii>>>dizpozitive;"Unelte STUSLON Y902";;;https://static.tildacdn.com/stor3730-6264-4536-b963-326464353131/b7bc3250bf7dfb3c6570280c94627138.png;10.60;22;;;;Ttlz5AqejNP0X23dgdQNF0;;0;0;0;0;https://alumineu.ro/produse/accesorii/dizpozitive/stuslon-y902;
435557381252;;;;accesorii>>>dizpozitive;"Unelte STUSLON Y903";;;https://static.tildacdn.com/stor3865-3631-4038-b639-383239396465/2604fb4f185f962d0a25311183aa2fec.png;9.28;22;;;;6BeeaaaDifZDxIxPgfCsB2;;0;0;0;0;https://alumineu.ro/produse/accesorii/dizpozitive/stuslon-y903;
962303061392;;;;accesorii>>>dizpozitive;"Unelte STABILE Y904";;;https://static.tildacdn.com/stor6665-3537-4962-b637-313437633939/4df173bf876573dd90fd7bca107fceb3.png;53.01;22;;;;OZHBJ5GwjxX4GRRLp--5I0;;0;0;0;0;https://alumineu.ro/produse/accesorii/dizpozitive/stuslon-y904;
494782532492;;;;accesorii>>>dizpozitive;"Unelte STABILE Y906";;;https://static.tildacdn.com/stor3864-6236-4665-b462-613039633062/6c45b567d1a8ed26b716e567d37ad0fa.png;53.01;22;;;;BhYSYrYwjZw4w-mkseFLK1;;0;0;0;0;https://alumineu.ro/produse/accesorii/dizpozitive/stuslon-y906;
410560733142;;;;accesorii>>>dizpozitive;"Unelte STABILE Y905";;;https://static.tildacdn.com/stor3933-3337-4231-a564-303630613839/7fe340a16e3bb6156b9b1b8894d4ecb5.png;53.01;22;;;;YvBn2CQPjF0bZ9wS2Otu83;;0;0;0;0;https://alumineu.ro/produse/accesorii/dizpozitive/stuslon-y905;
890113641954;;;;"accesorii>>>reducții de ventilație";"Reducție de ventilație AEROOOM Y911";;;https://static.tildacdn.com/stor3739-3939-4134-a639-396164633538/ce7f1749d31e6a9520ec3d87d6e535b7.png;;;;;;aerooom_y911;;0;0;0;0;https://alumineu.ro/produse/accesorii/reduciepentruventilaie/aeroom-y911;
886581746454;;;;;"Reducție de ventilație AEROOOM Y911";;;https://static.tildacdn.com/stor3739-3939-4134-a639-396164633538/ce7f1749d31e6a9520ec3d87d6e535b7.png;3.98;;;culoare:;;kKSei7ZTjZ4PuyPiq34942;890113641954;0;0;0;0;https://alumineu.ro/produse/accesorii/reduciepentruventilaie/aeroom-y911?editionuid=886581746454;
