"Tilda UID";Brand;SKU;Mark;Category;Title;Description;Text;Photo;Price;Quantity;"Price Old";Editions;Modifications;"External ID";"Parent UID";Weight;Length;Width;Height;Url
653632932794;;;;"clip-in profiles>>>light";"Profile LUMNOVA Z008";;;https://static.tildacdn.com/stor6166-6338-4636-a163-356565363662/23628799.png;;;;;;lumnova_z008;;0;0;0;0;https://alumineu.com/products/clip-in-profiles/light/lumnova-z008
875710172994;;;;;"Profile LUMNOVA Z008 - black matte - 2,0 m.b.";;;https://static.tildacdn.com/stor6166-6338-4636-a163-356565363662/23628799.png;20.75;99;;"Color:black matte;Length:2,0 m.b.";;eSviEBM8guhlvQefni07r1;653632932794;0;0;0;0;https://alumineu.com/products/clip-in-profiles/light/lumnova-z008?editionuid=875710172994
249441922834;;;;"clip-in profiles>>>cornice";"Profile TISSURE Z401";;;https://static.tildacdn.com/stor6237-6533-4439-a530-313932383262/54316814.png;;;;;;tissure_z401;;0;0;0;0;https://alumineu.com/products/clip-in-profiles/cornice/tissure-z401
566415895794;;;;;"Profile TISSURE Z401 - white matte - 2,0 lm";;;https://static.tildacdn.com/stor6237-6533-4439-a530-313932383262/54316814.png;25.94;99;;"Color:white matte;Length:2,0 lm";;1BcJh8vVg8aapGEcAUDrg1;249441922834;0;0;0;0;https://alumineu.com/products/clip-in-profiles/cornice/tissure-z401?editionuid=566415895794
567784715024;;;;;"Profile TISSURE Z401 - black matte - 2,0 lm";;;https://static.tildacdn.com/stor6237-6533-4439-a530-313932383262/54316814.png;25.94;99;;"Color:black matte;Length:2,0 lm";;hymJQJJTjY-YeQVF1giqT1;249441922834;0;0;0;0;https://alumineu.com/products/clip-in-profiles/cornice/tissure-z401?editionuid=567784715024
414715907814;;;;"harpoon profiles>>>lighting";"Profile LAMPLIX X930";;;https://static.tildacdn.com/stor3631-3833-4436-b237-383661363039/82458092.png;;;;;;lamplix_x930;;0;0;0;0;https://alumineu.com/products/harpoon-profiles/light/lamplix-x930
189187775894;;;;;"Profile LAMPLIX X930 - no color";;;;5.19;98;;"Color:no color";;63SkQfPpjSYcEKuuMh-YG2;414715907814;0;0;0;0;https://alumineu.com/products/harpoon-profiles/light/lamplix-x930?editionuid=189187775894
682707047474;;;;"harpoon profiles>>>lighting";"Profile LAMPLIX X950";;;https://static.tildacdn.com/stor3165-3330-4461-a433-373731363261/22139547.png;;;;;;lamplix_x950;;0;0;0;0;https://alumineu.com/products/harpoon-profiles/light/lamplix-x950
725321732754;;;;;"Profile LAMPLIX X950 - no color";;;https://static.tildacdn.com/stor3165-3330-4461-a433-373731363261/22139547.png;7.78;99;;"Color:no color";;Xo7o90pXhmhKf1FmlwptL2;682707047474;0;0;0;0;https://alumineu.com/products/harpoon-profiles/light/lamplix-x950?editionuid=725321732754
281764565524;;;;"clip-in profiles>>>track";"Profile VOLTIVA Z501";;;https://static.tildacdn.com/stor3364-3566-4163-a262-383438663932/44794231.png;;;;;;voltiva_z501;;0;0;0;0;https://alumineu.com/products/clip-in-profiles/track/voltiva-z501
489540779794;;;;;"Profile VOLTIVA Z501 - black matte";;;https://static.tildacdn.com/stor3364-3566-4163-a262-383438663932/44794231.png;31.13;96;;"Color:black matte";;0WyuTzYWjCQp6Fj0LuztH0;281764565524;0;0;0;0;https://alumineu.com/products/clip-in-profiles/track/voltiva-z501?editionuid=489540779794
