Название фида,Идентификатор фида,Идентификатор клиента,Время загрузки
"PRODUCTS SOURCE 1","407644852","5785188396","22 мая 2026 г., 09:25 CEST"

Идентификатор,Номер строки,Сообщение,Тип,Значения,Название товара
,,"Слишком мало субатрибутов для product detail",Ошибка,&quot;Ячейка=R97&quot;,
,,"Слишком мало субатрибутов для product detail",Ошибка,&quot;Ячейка=R98&quot;,
,,"Слишком мало субатрибутов для product detail",Ошибка,&quot;Ячейка=R99&quot;,
,,"Слишком мало субатрибутов для product detail",Ошибка,&quot;Ячейка=R100&quot;,
,,"Слишком мало субатрибутов для product detail",Ошибка,&quot;Ячейка=R101&quot;,
,,"Слишком мало субатрибутов для product detail",Ошибка,&quot;Ячейка=R102&quot;,
,,"Слишком мало субатрибутов для product detail",Ошибка,&quot;Ячейка=R103&quot;,
,,"Слишком мало субатрибутов для product detail",Ошибка,&quot;Ячейка=R104&quot;,
,,"Слишком мало субатрибутов для product detail",Ошибка,&quot;Ячейка=R105&quot;,
,,"Слишком мало субатрибутов для product detail",Ошибка,&quot;Ячейка=R106&quot;,
,,"Слишком мало субатрибутов для product detail",Ошибка,&quot;Ячейка=R107&quot;,
,,"Слишком мало субатрибутов для product detail",Ошибка,&quot;Ячейка=R108&quot;,
,,"Слишком мало субатрибутов для product detail",Ошибка,&quot;Ячейка=R109&quot;,
,,"Слишком мало субатрибутов для product detail",Ошибка,&quot;Ячейка=R110&quot;,
,,"Слишком мало субатрибутов для product detail",Ошибка,&quot;Ячейка=R111&quot;,
,,"Слишком мало субатрибутов для product detail",Ошибка,&quot;Ячейка=R112&quot;,
,,"Слишком мало субатрибутов для product detail",Ошибка,&quot;Ячейка=R113&quot;,
,,"Слишком мало субатрибутов для product detail",Ошибка,&quot;Ячейка=R114&quot;,
,,"Слишком мало субатрибутов для product detail",Ошибка,&quot;Ячейка=R115&quot;,
,,"Слишком мало субатрибутов для product detail",Ошибка,&quot;Ячейка=R116&quot;,
